date,symptom:ageusia,symptom:anosmia,symptom:chills,symptom:cough,symptom:diarrhea,symptom:fatigue,symptom:fever,symptom:headache,symptom:loss of smell,symptom:loss of taste,symptom:muscle weakness,symptom:nasal congestion,symptom:nausea,symptom:shortness of breath,symptom:sore throat,symptom:vomiting,symptom:combined,daily_new_positives
2021-10-08,0,0,2,4,2,14,13,10,1,0,2,0,6,4,0,10,37.239999999999995,4804
2021-10-09,0,0,2,7,1,4,4,1,0,0,0,0,0,0,0,1,13.920000000000002,2785
2021-10-10,0,0,0,2,1,6,3,3,0,0,0,0,2,1,0,4,11.72,5128
2021-10-11,0,0,2,25,7,10,26,9,0,1,0,0,6,1,4,3,61.83000000000001,3376
2021-10-12,0,0,2,11,7,12,22,7,0,1,0,0,4,3,6,8,48.84,4658
2021-10-13,0,0,2,6,4,19,8,18,0,0,0,0,3,0,0,6,38.42000000000001,4401
2021-10-14,0,0,3,13,4,14,22,8,1,1,2,0,5,9,1,2,54.080000000000005,5693
2021-10-15,0,1,3,9,10,13,21,16,1,0,0,0,9,10,0,8,57.550000000000004,5248
2021-10-16,0,0,2,1,9,4,9,3,0,0,1,0,9,2,0,8,22.840000000000003,4204
2021-10-17,0,0,0,2,1,9,21,2,0,1,0,0,1,7,0,0,29.949999999999996,3003
2021-10-18,0,1,5,8,5,12,10,6,0,3,0,0,3,6,4,4,37.510000000000005,2892
2021-10-19,0,0,1,11,4,16,18,4,0,1,2,1,3,1,1,10,42.720000000000006,4668
2021-10-20,0,0,7,6,11,15,20,14,0,4,0,3,5,4,2,7,53.18,4223
2021-10-21,0,0,5,4,14,9,18,5,0,1,0,0,15,4,1,16,44.62,3594
2021-10-22,0,0,8,6,4,7,32,9,0,2,0,0,4,0,1,2,48.870000000000005,4338
2021-10-23,0,0,1,5,3,7,24,4,0,0,0,0,3,1,0,3,33.85,2861
2021-10-24,0,0,3,1,0,8,9,8,0,0,0,0,2,1,0,0,20.86,3054
2021-10-25,0,0,6,7,2,34,36,36,0,3,3,0,4,5,4,4,89.76,2203
2021-10-26,0,0,4,6,1,15,22,12,0,0,2,0,5,4,2,3,48.35000000000001,4284
2021-10-27,0,0,12,9,5,15,25,11,0,6,0,1,5,5,4,2,59.320000000000014,4285
2021-10-28,0,0,5,3,9,18,16,5,1,1,0,0,5,4,1,8,41.42000000000001,5064
2021-10-29,0,0,7,4,5,35,22,8,0,3,2,0,11,5,3,7,63.65,3977
2021-10-30,0,0,4,2,4,10,8,5,0,0,0,0,3,0,0,1,22.419999999999998,3588
2021-10-31,0,0,5,1,2,5,5,6,0,0,0,0,2,0,0,3,16.46,2907
2021-11-01,0,0,13,3,3,16,13,4,0,2,0,0,5,3,3,2,39.4,2961
2021-11-02,0,0,10,9,4,33,28,7,1,6,0,0,4,3,7,2,68.50000000000001,4032
2021-11-03,0,0,12,2,0,32,20,17,0,1,0,0,3,2,0,3,57.660000000000004,4587
2021-11-04,0,0,8,9,2,14,17,15,0,2,0,0,10,5,1,6,51.919999999999995,4775
2021-11-05,0,0,4,11,1,20,15,10,0,1,0,0,5,2,4,3,47.27,4913
2021-11-06,0,0,1,3,0,5,12,5,0,0,0,0,0,2,0,0,19.940000000000005,4603
2021-11-07,0,0,3,0,0,6,8,4,0,0,0,1,2,0,0,4,15.67,3480
2021-11-08,0,0,3,10,3,9,15,7,0,5,0,0,7,6,2,10,41.04,4108
2021-11-09,0,0,6,4,2,23,10,9,0,6,0,0,3,2,1,1,38.160000000000004,5138
2021-11-10,0,0,6,6,2,17,15,10,0,0,1,0,0,3,0,3,40.75,6545
2021-11-11,0,0,2,8,5,12,17,9,0,2,0,0,1,3,1,5,39.33,6151
2021-11-12,0,0,7,8,2,21,12,8,1,1,0,0,9,2,1,4,44.35,6477
2021-11-13,0,0,1,5,1,10,2,5,3,0,0,0,0,2,0,1,17.229999999999997,5078
2021-11-14,0,0,2,0,1,2,6,3,0,0,0,0,4,0,0,2,11.07,4572
2021-11-15,0,0,8,3,3,19,15,10,0,0,0,0,5,2,2,3,42.410000000000004,4872
2021-11-16,0,0,4,8,11,11,7,10,0,3,0,0,5,5,3,8,38.529999999999994,6114
2021-11-17,0,0,5,5,1,21,14,18,0,1,1,0,3,1,3,3,46.38,7971
2021-11-18,0,0,7,12,3,21,11,7,1,1,1,0,3,2,0,5,45.02,7558
2021-11-19,0,1,4,10,1,19,16,9,1,0,0,0,0,3,0,0,43.1,7097
2021-11-20,0,0,4,5,1,8,12,4,0,1,0,0,4,1,0,5,26.599999999999998,6857
2021-11-21,0,0,2,0,0,6,4,0,0,0,0,0,0,0,1,0,8.58,5401
2021-11-22,0,0,6,3,0,9,6,7,0,2,1,0,4,3,2,6,26.09,5336
2021-11-23,0,0,5,5,4,13,5,8,0,3,1,0,5,4,4,7,32.769999999999996,7166
2021-11-24,0,0,6,5,1,14,17,6,0,1,0,0,3,1,1,2,36.43,8388
2021-11-25,0,0,6,3,0,3,1,2,0,1,0,0,1,0,0,1,10.61,6295
2021-11-26,0,0,5,0,3,16,3,5,0,0,0,0,1,2,0,3,21.430000000000003,4326
2021-11-27,0,0,2,5,0,18,5,2,1,2,0,0,1,1,1,1,23.240000000000002,6147
2021-11-28,0,0,3,9,1,6,8,8,0,7,0,0,1,1,6,3,28.369999999999997,5277
2021-11-29,0,0,8,11,4,29,14,8,3,4,0,0,4,6,4,4,56.60000000000001,6593
2021-11-30,0,1,2,8,3,13,5,4,1,8,0,0,2,2,2,2,26.620000000000005,9462
2021-12-01,0,0,4,7,2,12,11,9,1,4,0,0,3,2,3,2,34.33,11300
2021-12-02,0,0,3,28,3,15,15,25,0,1,0,0,4,0,2,4,65.27999999999999,11242
2021-12-03,0,0,7,17,2,12,13,9,1,0,0,0,7,0,3,7,47.089999999999996,9907
2021-12-04,0,0,4,3,2,10,1,4,0,1,0,0,2,1,1,3,17.200000000000003,10411
2021-12-05,0,0,6,4,2,6,7,5,0,2,0,0,3,1,1,3,22.55,6078
2021-12-06,0,0,7,10,4,12,8,10,1,1,0,0,1,3,3,9,38.49000000000001,8210
2021-12-07,0,0,6,19,2,17,13,5,1,5,0,0,2,4,5,3,49.74,9833
2021-12-08,0,1,3,10,6,17,13,6,0,3,0,0,3,0,2,4,39.59000000000001,12491
2021-12-09,0,0,2,11,6,23,10,6,0,0,2,0,7,2,2,7,45.07,11203
2021-12-10,0,0,7,11,3,12,15,11,0,2,1,1,7,5,3,1,48.010000000000005,11718
2021-12-11,0,0,1,8,1,11,6,2,0,3,0,0,2,3,0,2,23.18,11577
2021-12-12,0,0,1,3,2,11,9,3,0,1,0,0,2,1,1,1,21.48,8993
2021-12-13,0,0,5,11,3,15,25,9,1,3,0,1,3,3,5,5,53.62000000000001,8266
2021-12-14,0,0,2,4,1,28,11,9,0,0,1,0,4,3,2,2,41.23,12944
2021-12-15,0,1,5,7,3,24,8,8,2,0,3,0,5,5,1,0,43.21000000000001,18276
2021-12-16,0,0,4,7,8,21,15,14,1,2,1,0,15,5,3,5,55.150000000000006,21027
2021-12-17,0,0,3,6,2,30,8,13,1,1,0,0,6,4,5,7,47.589999999999996,21908
2021-12-18,0,0,1,2,1,5,2,4,0,0,0,0,1,0,4,3,12.08,22478
2021-12-19,0,0,6,4,4,9,8,7,0,0,0,1,2,0,2,3,26.74,23391
2021-12-20,0,0,4,14,8,18,11,14,1,6,0,0,2,5,5,7,51.97999999999999,22258
2021-12-21,0,0,7,14,10,15,30,19,3,2,0,1,8,3,5,4,71.52999999999999,28924
2021-12-22,0,0,7,11,11,11,30,15,1,2,0,1,10,2,3,3,63.730000000000004,38835
2021-12-23,0,0,7,16,10,33,24,13,1,2,0,0,11,2,5,1,75.99,44431
2021-12-24,0,0,2,9,2,15,22,11,0,4,1,1,2,2,6,2,48.18,49708
2021-12-25,0,0,1,2,1,1,7,1,0,1,0,1,1,0,1,0,10.34,36454
2021-12-26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.62,26737
2021-12-27,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8900000000000001,40780
2021-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,67090
2021-12-29,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,4.42,74207
2021-12-30,0,0,0,0,1,1,4,0,0,0,0,0,0,0,1,1,4.7299999999999995,76555
2021-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,85476
