date,predicted_case_count,actual_case_count
2021-10-03,1820.2988436638752,4701
2021-10-04,4077.213071149883,4584
2021-10-05,3569.0721432342534,2896
2021-10-06,3005.3533801326967,3877
2021-10-07,4213.705835114992,5672
2021-10-08,4762.444376267112,5243
2021-10-09,5074.70391041043,5654
2021-10-10,4881.664991479743,4804
2021-10-11,4648.840316035771,2785
2021-10-12,3569.7724286978864,5128
2021-10-13,3437.367860189431,3376
2021-10-14,5282.176424217339,4658
2021-10-15,4480.280857830058,4401
2021-10-16,4182.7743320242425,5693
2021-10-17,5371.303813742637,5248
2021-10-18,4908.121149324519,4204
2021-10-19,4344.762581010821,3003
2021-10-20,4430.144727481882,2892
2021-10-21,4321.290052866878,4668
2021-10-22,3943.926310479419,4223
2021-10-23,4026.197987817318,3594
2021-10-24,5458.244279905706,4338
2021-10-25,4680.506170866542,2861
2021-10-26,3803.5069368551904,3054
2021-10-27,2322.8197185185963,2203
2021-10-28,3520.700576253957,4284
2021-10-29,4388.925039890084,4285
2021-10-30,3909.930665087568,5064
2021-10-31,4706.837196451786,3977
2021-11-01,2916.393821786957,3588
2021-11-02,2098.46925442182,2907
2021-11-03,2099.869113065709,2961
2021-11-04,3158.602445069866,4032
2021-11-05,4654.45821026217,4587
2021-11-06,3572.080542170015,4775
2021-11-07,4068.0259111391,4913
2021-11-08,4266.708452662591,4603
2021-11-09,4008.5958496678813,3480
2021-11-10,2761.562432448939,4108
2021-11-11,4870.782582827225,5138
2021-11-12,4998.871686760397,6545
2021-11-13,5135.332938999123,6151
2021-11-14,4784.670436465882,6477
2021-11-15,5245.4059394818,5078
2021-11-16,4048.0330109375386,4572
2021-11-17,4681.418865057896,4872
2021-11-18,5061.002867754427,6114
2021-11-19,6521.799038601801,7971
2021-11-20,6198.940906549408,7558
2021-11-21,5517.75269318665,7097
2021-11-22,5699.158906732669,6857
2021-11-23,6503.6695399165865,5401
2021-11-24,5807.923651207451,5336
2021-11-25,6862.733040121187,7166
2021-11-26,7002.908206078096,8388
2021-11-27,6095.5863341944005,6295
2021-11-28,7438.917759604507,4326
2021-11-29,3784.140458403344,6147
2021-11-30,4697.524927050612,5277
2021-12-01,5656.513061446614,6593
2021-12-02,6832.948526081422,9462
2021-12-03,7276.25802130979,11300
2021-12-04,8691.924803791466,11242
2021-12-05,9278.642029262486,9907
2021-12-06,8453.515512914033,10411
2021-12-07,7946.854437294117,6078
2021-12-08,8336.917292294727,8210
2021-12-09,9264.73154488089,9833
2021-12-10,9755.954844614198,12491
2021-12-11,9701.212283907742,11203
2021-12-12,9411.832886457909,11718
2021-12-13,8831.519239238387,11577
2021-12-14,8198.648626815815,8993
2021-12-15,7911.257179522783,8266
2021-12-16,10915.95221053398,12944
2021-12-17,12186.067555028996,18276
2021-12-18,13802.3302443252,21027
2021-12-19,14801.232014005695,21908
2021-12-20,15414.477415048455,22478
2021-12-21,18785.720464195918,23391
2021-12-22,20193.245201995953,22258
2021-12-23,22469.76333613357,28924
2021-12-24,28957.580338723605,38835
2021-12-25,31615.5190547104,44431
2021-12-26,33633.32631093511,49708
2021-12-27,38926.44874516919,36454
2021-12-28,32376.750067154106,26737
2021-12-29,37609.13562386944,40780
2021-12-30,49986.33026242146,67090
2021-12-31,53270.41351845626,74207
