date,predicted_case_count,actual_case_count
2021-07-05,351.94730311470084,421
2021-07-06,417.654273343368,368
2021-07-07,-190.64820588582006,255
2021-07-08,74.7659100427818,486
2021-07-09,930.5306156061297,670
2021-07-10,1417.5307516197745,817
2021-07-11,1180.3239976423201,661
2021-07-12,1027.8816325285889,666
2021-07-13,813.8333034683719,573
2021-07-14,835.2574805052827,643
2021-07-15,1066.9294939019182,812
2021-07-16,1469.8039698264329,956
2021-07-17,1616.9634472668167,981
2021-07-18,1277.9403159506955,1156
2021-07-19,880.0179507220482,1142
2021-07-20,436.2342579084543,823
2021-07-21,791.9430270674993,1144
2021-07-22,2180.9487864376015,1452
2021-07-23,2138.7176831825827,1584
2021-07-24,1891.32845321474,1830
2021-07-25,2446.0502252136284,1846
2021-07-26,2290.076058771183,1982
2021-07-27,1394.2961034656282,1296
2021-07-28,1447.9111409155248,1679
2021-07-29,2688.4024727475207,2203
2021-07-30,3167.038885147482,2567
2021-07-31,3315.0047530016927,2677
2021-08-01,2967.5311095030547,3050
2021-08-02,3292.0196951766857,2516
2021-08-03,1979.287111972265,2143
2021-08-04,2313.740945403728,2932
2021-08-05,3523.3865177388598,3115
2021-08-06,4138.60989749937,3644
2021-08-07,3569.2488816714294,3700
2021-08-08,3977.3151606743404,4385
2021-08-09,4335.523817229456,3467
2021-08-10,3563.5364333133984,3615
2021-08-11,3941.674935899776,3222
2021-08-12,3825.3354269021565,4150
2021-08-13,6566.322073394721,4701
2021-08-14,5482.987068875827,4591
2021-08-15,4743.010871428233,4474
2021-08-16,4323.7497721774325,4479
2021-08-17,3990.0627734879363,3575
2021-08-18,3837.0036242483948,3567
2021-08-19,4490.893740557825,4737
2021-08-20,5272.649537359693,5138
2021-08-21,5356.113797394793,4832
2021-08-22,5016.0645293344605,4990
2021-08-23,5081.660738744014,4340
2021-08-24,3834.538457221667,3816
2021-08-25,3720.90725914393,3199
2021-08-26,4158.463142500395,4272
2021-08-27,4829.47241287985,5407
2021-08-28,5602.034884684122,6348
2021-08-29,6394.318843883229,5524
2021-08-30,5221.526491970907,4246
2021-08-31,4055.9832044753057,4147
2021-09-01,4209.6960332619665,3789
2021-09-02,4771.089494060702,4612
2021-09-03,5464.8317213321525,4943
2021-09-04,5283.17726270563,6010
2021-09-05,5938.003222602485,5030
2021-09-06,4764.883496514933,4495
2021-09-07,3788.375107515879,3660
2021-09-08,4063.625136984607,3322
2021-09-09,3905.014801737081,3851
2021-09-10,3995.5738047804425,5402
2021-09-11,5923.1884246418085,6151
2021-09-12,5434.00750261371,5768
2021-09-13,5885.710564186696,5447
2021-09-14,5061.072798295035,3686
2021-09-15,4075.3275535891044,4098
2021-09-16,4672.387099420438,4852
2021-09-17,5568.824787595997,6729
2021-09-18,7236.66100085353,5781
2021-09-19,5875.490221777484,5368
2021-09-20,4871.630293701806,5275
2021-09-21,4277.234071832326,3432
2021-09-22,3238.453788315278,5242
2021-09-23,5963.893533462582,4673
2021-09-24,5384.122357912116,4814
2021-09-25,5217.050936319669,6070
2021-09-26,5614.783529860857,5288
2021-09-27,4755.038469098614,4314
2021-09-28,3594.2884686479565,4004
2021-09-29,3634.5942420826095,4114
2021-09-30,4269.370291445565,5137
2021-10-01,5537.121918488759,4744
2021-10-02,5186.820671908485,5187
2021-10-03,3138.5218865520646,4701
2021-10-04,4282.392836981229,4584
2021-10-05,3765.6689544374813,2896
2021-10-06,2719.1565803174826,3877
2021-10-07,4529.898963140982,5672
2021-10-08,5968.572470235841,5243
2021-10-09,5233.720806331749,5654
2021-10-10,5455.282520241955,4804
2021-10-11,4459.673425451561,2785
2021-10-12,2808.7797785538005,5128
2021-10-13,4722.067433719696,3376
2021-10-14,4070.3981094103974,4658
2021-10-15,4523.009434715479,4401
2021-10-16,4587.1760971915255,5693
2021-10-17,5367.058349288811,5248
2021-10-18,4732.280138294503,4204
2021-10-19,3852.883530471425,3003
2021-10-20,3480.27217045395,2892
2021-10-21,3781.8751300269714,4668
2021-10-22,4713.375499471044,4223
2021-10-23,4492.937308620861,3594
2021-10-24,4382.878091114021,4338
2021-10-25,4190.58720997851,2861
2021-10-26,2892.564254570765,3054
2021-10-27,2909.22216470281,2203
2021-10-28,3010.1868070712,4284
2021-10-29,4501.025286363222,4285
2021-10-30,4402.671800768289,5064
2021-10-31,5023.070452549222,3977
2021-11-01,3082.8376751756114,3588
2021-11-02,2221.1450610232464,2907
2021-11-03,1958.1234103057418,2961
2021-11-04,3331.9448463382223,4032
2021-11-05,4461.930534154054,4587
2021-11-06,4542.078835872579,4775
2021-11-07,4526.380940594133,4913
2021-11-08,4268.564685680791,4603
