date,predicted_case_count,actual_case_count
2021-07-11,68.96145253101622,661
2021-07-12,-752.6547829038554,666
2021-07-13,-3021.7860461709733,573
2021-07-14,-55.86664192987837,643
2021-07-15,754.4192976889581,812
2021-07-16,535.7976515598857,956
2021-07-17,571.6921533164282,981
2021-07-18,465.546969070836,1156
2021-07-19,241.44653626358468,1142
2021-07-20,-58.185583981433865,823
2021-07-21,733.1277838467438,1144
2021-07-22,1633.1492429942741,1452
2021-07-23,1256.3070360005775,1584
2021-07-24,1372.1025124173177,1830
2021-07-25,2359.0205668008093,1846
2021-07-26,2365.944073698468,1982
2021-07-27,1413.9410320060076,1296
2021-07-28,1232.2128447501038,1679
2021-07-29,718.3167801934787,2203
2021-07-30,879.0731898322549,2567
2021-07-31,2523.115445091903,2677
2021-08-01,2733.8915372455444,3050
2021-08-02,1555.2866701217895,2516
2021-08-03,1863.9921637728517,2143
2021-08-04,3334.029780293935,2932
2021-08-05,2614.4212185563533,3115
2021-08-06,3372.5006620047548,3644
2021-08-07,2088.435557392315,3700
2021-08-08,2714.8785445968406,4385
2021-08-09,2226.258480844567,3467
2021-08-10,3675.717593503795,3615
2021-08-11,3339.5805567560164,3222
2021-08-12,5079.858445719599,4150
2021-08-13,4368.480529821549,4701
2021-08-14,4161.665190267887,4591
2021-08-15,4639.38677174949,4474
2021-08-16,4526.774835807794,4479
2021-08-17,4687.28443523874,3575
2021-08-18,4971.343904808681,3567
2021-08-19,5589.375505027579,4737
2021-08-20,5332.356893930177,5138
2021-08-21,5507.65682093643,4832
2021-08-22,4284.962818786202,4990
2021-08-23,5124.296082733983,4340
2021-08-24,4434.537411559346,3816
2021-08-25,5321.347394735588,3199
2021-08-26,4305.84434791377,4272
2021-08-27,4560.768922746249,5407
2021-08-28,6083.278494937235,6348
2021-08-29,4976.073456251803,5524
2021-08-30,4510.837609953509,4246
2021-08-31,4961.874407784612,4147
2021-09-01,5441.491501496917,3789
2021-09-02,4925.895422295868,4612
2021-09-03,5229.481372416723,4943
2021-09-04,6049.550292350123,6010
2021-09-05,6228.921378904004,5030
2021-09-06,4095.990576566861,4495
2021-09-07,4449.961435349583,3660
2021-09-08,4840.026294152917,3322
2021-09-09,5599.410353831872,3851
2021-09-10,5599.001485252175,5402
2021-09-11,5224.993537738266,6151
2021-09-12,4346.424894072033,5768
2021-09-13,4271.848811791083,5447
2021-09-14,4584.438942637867,3686
2021-09-15,4017.7783262782787,4098
2021-09-16,3922.2538105942585,4852
2021-09-17,4296.023335875629,6729
2021-09-18,4440.812056952563,5781
2021-09-19,6319.825646288518,5368
2021-09-20,5449.771118333165,5275
2021-09-21,4869.311666866512,3432
2021-09-22,4979.126597728242,5242
2021-09-23,5729.854149333234,4673
2021-09-24,6309.6750100154095,4814
2021-09-25,5529.891711944632,6070
2021-09-26,4395.857672271979,5288
2021-09-27,5923.44882676815,4314
2021-09-28,4809.820079832163,4004
2021-09-29,5084.000992979931,4114
2021-09-30,5085.038597167928,5137
2021-10-01,4968.721710896738,4744
2021-10-02,5397.505769357069,5187
2021-10-03,5216.0135441731545,4701
2021-10-04,5118.234030995079,4584
2021-10-05,3527.720269524759,2896
2021-10-06,4355.667671000811,3877
2021-10-07,5567.1357619208875,5672
2021-10-08,5064.065941855162,5243
2021-10-09,5487.778944921193,5654
2021-10-10,4874.050659085095,4804
2021-10-11,4630.201424190261,2785
2021-10-12,3654.3119078660216,5128
2021-10-13,4589.2729351387225,3376
2021-10-14,4467.4787510781225,4658
2021-10-15,5264.34168496942,4401
2021-10-16,4873.163992898497,5693
2021-10-17,5255.561894805438,5248
2021-10-18,4404.214355717313,4204
2021-10-19,4030.3548594906606,3003
2021-10-20,5630.804086030619,2892
2021-10-21,4406.216928426109,4668
2021-10-22,4082.7061539776487,4223
2021-10-23,5562.310544899086,3594
2021-10-24,4864.668863784853,4338
2021-10-25,4664.130131632461,2861
2021-10-26,4549.526806504036,3054
2021-10-27,3591.1495888147747,2203
2021-10-28,3868.654253141619,4284
2021-10-29,3531.766908107708,4285
2021-10-30,4271.864608265314,5064
2021-10-31,4152.793906103887,3977
2021-11-01,3929.037565981395,3588
2021-11-02,2347.3876750473873,2907
2021-11-03,3509.2219406822187,2961
2021-11-04,4242.714619098795,4032
2021-11-05,3593.123594246363,4587
2021-11-06,4626.376717258035,4775
2021-11-07,3783.601450054725,4913
2021-11-08,3278.4461808528463,4603
2021-11-09,3475.730945315496,3480
2021-11-10,3018.29807636798,4108
2021-11-11,4600.822904609558,5138
2021-11-12,3514.4111154362863,6545
2021-11-13,3920.5570795243007,6151
2021-11-14,4749.726348698881,6477
2021-11-15,4495.703330396589,5078
2021-11-16,3956.1724121642396,4572
2021-11-17,5022.578093550241,4872
2021-11-18,5359.9061202195435,6114
2021-11-19,5277.833297078705,7971
