date,predicted_case_count,actual_case_count
2021-07-05,310.2179605754154,421
2021-07-06,461.0334317178831,368
2021-07-07,1113.5318797986292,255
2021-07-08,0.5469847014155675,486
2021-07-09,1316.2283124191,670
2021-07-10,1292.5456657945879,817
2021-07-11,1280.5374357334167,661
2021-07-12,749.2425428735032,666
2021-07-13,419.69077903065954,573
2021-07-14,613.9686364098197,643
2021-07-15,909.6022597699302,812
2021-07-16,1495.7404854797333,956
2021-07-17,1557.2046355825132,981
2021-07-18,1457.6183222357513,1156
2021-07-19,904.2387087873931,1142
2021-07-20,294.2041600117227,823
2021-07-21,284.47782360653855,1144
2021-07-22,2116.5901243651733,1452
2021-07-23,2132.2399932056524,1584
2021-07-24,1755.9375569839895,1830
2021-07-25,2691.2270140651162,1846
2021-07-26,2352.4540516080815,1982
2021-07-27,771.0721769395996,1296
2021-07-28,-153.33631538627105,1679
2021-07-29,2617.413033642816,2203
2021-07-30,3222.0976075232375,2567
2021-07-31,3645.966705479762,2677
2021-08-01,3175.503776440465,3050
2021-08-02,3438.862304234167,2516
2021-08-03,2079.23603692112,2143
2021-08-04,2218.6145273543507,2932
2021-08-05,3645.976037459972,3115
2021-08-06,4399.312069521091,3644
2021-08-07,3499.9098647235796,3700
2021-08-08,3888.0092165962787,4385
2021-08-09,4447.681028138572,3467
2021-08-10,3902.3264576580295,3615
2021-08-11,4262.59300252324,3222
2021-08-12,3943.1932263373183,4150
2021-08-13,6942.8581343786855,4701
2021-08-14,5700.40392145426,4591
2021-08-15,4653.359572111533,4474
2021-08-16,4281.374773200766,4479
2021-08-17,4214.260622707007,3575
2021-08-18,4061.3647193045,3567
2021-08-19,4377.416726908109,4737
2021-08-20,5162.501785299253,5138
2021-08-21,5374.724767022211,4832
2021-08-22,5175.988905064297,4990
2021-08-23,4488.80495390535,4340
2021-08-24,4262.97548422566,3816
2021-08-25,3550.4491914725368,3199
2021-08-26,4048.0274109647744,4272
2021-08-27,4938.956465946449,5407
2021-08-28,6169.541139918504,6348
2021-08-29,6516.32082218585,5524
2021-08-30,5034.865776157761,4246
2021-08-31,3874.8193427679325,4147
2021-09-01,4382.353584340867,3789
2021-09-02,5263.574482432167,4612
2021-09-03,5720.917556604325,4943
2021-09-04,5398.298920220854,6010
2021-09-05,5882.228141561044,5030
2021-09-06,4967.894741490465,4495
2021-09-07,3451.5472337945885,3660
2021-09-08,3676.3943033458054,3322
2021-09-09,3387.399307065357,3851
2021-09-10,4124.534274831712,5402
2021-09-11,5930.320462073874,6151
2021-09-12,5434.354239717151,5768
2021-09-13,5764.341314356096,5447
2021-09-14,5024.0906364247585,3686
2021-09-15,4178.587644622795,4098
2021-09-16,4602.3588785648935,4852
2021-09-17,5571.702287271992,6729
2021-09-18,7028.945178967118,5781
2021-09-19,5875.7270594177035,5368
2021-09-20,4747.007939234817,5275
2021-09-21,4446.95699475864,3432
2021-09-22,3437.757929252941,5242
2021-09-23,6191.264981604734,4673
2021-09-24,5653.607199290943,4814
2021-09-25,5151.538592368809,6070
2021-09-26,5403.3617859326905,5288
2021-09-27,4511.961414471129,4314
2021-09-28,3370.5507897055177,4004
2021-09-29,3221.4094555637294,4114
2021-09-30,4122.593216229855,5137
2021-10-01,5841.5802813163145,4744
2021-10-02,5172.561753298687,5187
2021-10-03,3167.4319746834626,4701
2021-10-04,4156.5358553595715,4584
2021-10-05,3858.2003845433765,2896
2021-10-06,2720.646493529767,3877
2021-10-07,4449.338001193625,5672
2021-10-08,5946.480734466355,5243
